fighter_name,Height,Weight,Reach,Stance,DOB,Affiliation,Born,Fighting out of
Brad Imes,"6' 7""",265 lbs.,,Orthodox,"Mar 13, 1977",,United States,"Sacramento, California"
Chris Indich,"5' 10""",170 lbs.,"73.0"" (185cm)",,"Apr 22, 1987",Beston Gracie,Australia,"Perth, Western Australia"
Guto Inocente,"6' 3""",205 lbs.,"78.0"" (198cm)",Orthodox,"May 29, 1986",Blackzilians,"Brasilia, Federal District, Brazil","Delray Beach, Florida"
Yoislandy Izquierdo,"5' 11""",155 lbs.,"72.5"" (184cm)",Southpaw,"Jan 09, 1984",Gym-O,"Havana, Cuba","Charlotte, North Carolina"
Mike Jackson,"6' 2""",170 lbs.,"74.0"" (188cm)",Orthodox,"Mar 22, 1985",4oz. Fight Club,United States,"Houston, Texas"
Brock Jardine,"5' 11""",170 lbs.,"73.0"" (185cm)",Orthodox,"Jul 10, 1985",The Pit Elevated Fight Team,"Ontario, Canada","Orem, Utah"
Chan-Mi Jeon,"5' 5""",115 lbs.,"67.0"" (170cm)",Orthodox,"Aug 28, 1997",Kukje Gym/Ryeong Promotions,"Seoul, South Korea","Seoul, South Korea"
Maciej Jewtuszko,"6' 0""",155 lbs.,,Southpaw,"Jan 31, 1981",Berserker's Team,Poland,"Szczecin, Poland"
Dashon Johnson,"5' 7""",145 lbs.,"70.5"" (179cm)",Orthodox,"Jan 25, 1988",Team Xplode MMA,United States,"Escondido, California"
Marcus Jones,"6' 6""",265 lbs.,,Orthodox,"Aug 15, 1973",,United States,"Tampa, Florida"
Justin Jones,"5' 11""",185 lbs.,"78.5"" (199cm)",Orthodox,"Sep 06, 1987",Victory MMA,United States,"San Diego, California"
Scott Junk,"6' 1""",265 lbs.,,Orthodox,"Dec 17, 1978",MMA Development,United States,"Kailua, Hawaii"
Emily Kagan,"5' 3""",115 lbs.,"65.5"" (166cm)",,"Jul 14, 1981",,"Bangor, Maine","Albuquerque, New Mexico"
Sirwan Kakai,"5' 5""",135 lbs.,"67.5"" (171cm)",Orthodox,"Oct 03, 1989",American Top Team,Sweden,"Gothenburg, Sweden"
David Kaplan,"5' 7""",155 lbs.,,Orthodox,"Nov 16, 1979",,United States,"Las Vegas, Nevada"
Yusuke Kasuya,"5' 7""",155 lbs.,"67.0"" (170cm)",Southpaw,"Nov 16, 1989",Akimoto Dojo jungle junction,Japan,"Sagamihara, Kanagawa, Japan"
Julie Kedzie,"5' 5""",135 lbs.,"64.5"" (164cm)",Orthodox,"Mar 18, 1981",Jackson Wink MMA,"Bloomington, Indiana, United States","Albuquerque, New Mexico"
CJ Keith,"6' 0""",155 lbs.,"73.0"" (185cm)",Orthodox,"Aug 09, 1986",Pro Buhawe,United States,"Porterville, California"
Steve Kennedy,"5' 11""",170 lbs.,"71.0"" (180cm)",Orthodox,"Mar 07, 1983",Fitness N Fight Centre,Australia,"Northbridge, Western Australia"
Mike King,"6' 3""",185 lbs.,"75.0"" (191cm)",,"Aug 04, 1983",Pitch Black MMA,"Dresden, Ohio","Naples, Florida"
John Kolosci,"5' 11""",185 lbs.,"72.0"" (183cm)",Orthodox,"Nov 26, 1974",Gilbert Grappling,United States,"Portage, Indiana"
Pascal Krauss,"6' 1""",170 lbs.,"72.0"" (183cm)",Orthodox,"Apr 19, 1987",Roufusport MMA Academy,"Breisach, Germany","Milwaukee, Wisconsin"
Leo Kuntz,"5' 10""",155 lbs.,"74.0"" (188cm)",Orthodox,"Oct 03, 1983",American Top Team,"Linton, North Dakota, United States","Coconut Creek, Florida"
Tina Lahdemaki,"5' 2""",115 lbs.,"62.0"" (157cm)",Orthodox,"May 28, 1988",Grappling Team Pori,Finland,"Pori, Finland"
Anthony Lapsley,"5' 9""",170 lbs.,"72.5"" (184cm)",Southpaw,"Feb 13, 1980",Team Deadly Jiu-Jitsu,United States,"Fort Wayne, Indiana"
Dan Lauzon,"5' 10""",155 lbs.,"72.0"" (183cm)",Orthodox,"Mar 30, 1988",Lauzon Mixed Martial Arts,"Brockton, Massachusetts, United States","Bridgewater, Massachusetts"
James Lee,"5' 11""",205 lbs.,,Southpaw,"Sep 22, 1973",Mash Fight Team,United States,"Sylvin Lake, Michigan, USA"
David Lee,"5' 10""",155 lbs.,,Orthodox,"Sep 24, 1990",Team Crossface,"London, England","London, England"
Rocky Lee,"5' 9""",145 lbs.,"68.0"" (173cm)",Orthodox,"Apr 08, 1987",Taiwan BJJ Academy,Taiwan,"Taipei, Taiwan"
Frank Lester,"5' 11""",170 lbs.,,Orthodox,"Jun 10, 1984",Team Quest,Germany,"Temecula, California"
Jess Liaudin,"5' 9""",170 lbs.,,Orthodox,"Dec 21, 1973",Pancrase London,France,France
Jake Lindsey,"5' 11""",155 lbs.,"72.5"" (184cm)",Switch,"Jun 21, 1986",Combative Sports Center,"Manhattan, Kansas","Manhattan, Kansas"
Lucio Linhares,"6' 2""",185 lbs.,,Orthodox,"Dec 08, 1973",Alliance Jiu-Jitsu,Brazil,"Ipatinga, Minas Gerais, Brazil"
Abner Lloveras,"5' 11""",155 lbs.,"72.0"" (183cm)",,"Sep 04, 1982",HM Fitness Centre,"Barcelona, Spain","Dubai, Arab Emirates"
Dileno Lopes,"5' 5""",135 lbs.,"65.5"" (166cm)",,"Sep 26, 1984",Nova União Manaus,Brazil,"Manaus, Amazonas, Brazil"
Steve Lopez,"5' 11""",155 lbs.,,Orthodox,"Jul 30, 1984",Xtreme Couture,"South Bend, Indiana, United States","Las Vegas, Nevada"
Jorge Lopez,"5' 10""",170 lbs.,"72.0"" (183cm)",Orthodox,"Nov 21, 1988",Wand Fight Team,"San Diego, California, United States","Las Vegas, Nevada"
Nate Loughran,"6' 2""",185 lbs.,,Orthodox,"Jul 28, 1980",Nor-Cal Fighting Alliance,"Rohnert Park, California, United States","Santa Rosa, California"
Ian Loveland,"5' 8""",145 lbs.,,Orthodox,"Sep 07, 1983",Team Quest Portland,"Gresham, Oregon, United States","Portland, Oregon"
Waylon Lowe,"5' 7""",145 lbs.,"65.0"" (165cm)",Southpaw,"Oct 31, 1980",Joe Hand's Boxing,"Jefferson City, Tennessee, United States","Philadelphia, Pennsylvania"
Matt Lucas,"6' 1""",205 lbs.,"73.0"" (185cm)",,"Dec 27, 1973",Arizona Combat Sports,"Indianapolis, Indiana, United States","Mesa, Arizona"
Mike Lullo,"5' 8""",145 lbs.,"70.0"" (178cm)",Orthodox,"Jul 24, 1979",Midwest Training Center,"Elmhurst, Illinois, United States","Schaumburg, Illinois"
Stevie Lynch,"5' 10""",170 lbs.,,Orthodox,"Jan 1, 1970",,United Kingdom,"Antrim, Northern Ireland"
War Machine,"5' 11""",170 lbs.,"70.0"" (178cm)",Orthodox,"Nov 30, 1981",,United States,"Las Vegas, Nevada"
Ryan Madigan,"6' 0""",170 lbs.,,Orthodox,"Jan 1, 1977",,United States,"Cuyahoga Falls, Ohio"
Bernardo Magalhaes,"5' 9""",155 lbs.,"68.0"" (173cm)",Orthodox,"Apr 08, 1981",TP Fight Team,"Rio de Janeiro, Brazil","Sydney, Australia"
Nazareno Malegarie,"5' 8""",155 lbs.,"70.0"" (178cm)",,"May 16, 1986",Ataque Duplo / Team Tavares,"Buenos Aires, Argentina","Florianopolis, Santa Catarina, Brazil"
Troy Mandaloniz,"5' 9""",170 lbs.,,Orthodox,"Feb 01, 1980",Penn Fitness & Training Center,United States,"Hilo, Hawaii"
Jon Manley,"6' 1""",170 lbs.,"74.0"" (188cm)",Orthodox,"Jul 07, 1986",Jon Manley MMA,"Adams, Massachusetts, United States","Ludlow, Massachusetts"
Jose Maria,"5' 5""",125 lbs.,"65.0"" (165cm)",Orthodox,"Jan 04, 1982",Team Nogueira,"Alto Santo, Ceara, Brazil","Limoeiro do Norte, Ceara, Brazil"
Enrique Marin,"5' 10""",170 lbs.,"75.0"" (191cm)",,"Sep 02, 1986",Sutemi Academy,"Seville, Andalusia, Spain","Seville, Andalusia, Spain"
Tateki Matsuda,"5' 7""",125 lbs.,"65.5"" (166cm)",Orthodox,"Feb 27, 1986",Sityodtong Boston,"Tokyo, Japan","Boston, Massachusetts"
Jack May,"6' 8""",255 lbs.,"78.0"" (198cm)",Switch,"Apr 14, 1981",,United States,"Whittier, California"
Michael McBride,"6' 1""",155 lbs.,"75.0"" (191cm)",Orthodox,"Mar 09, 1986",Des Moines Jiu Jitsu Academy,United States,"Webster City, Iowa"
Ryan McGillivray,"5' 11""",170 lbs.,"73.0"" (185cm)",,"Sep 27, 1986",Legends Training Centre,"Edmonton, Alberta, Canada","Edmonton, Alberta"
Antonio McKee,"5' 8""",155 lbs.,"72.0"" (183cm)",Southpaw,"Mar 12, 1970",Team Bodyshop MMA,"Las Vegas, Nevada, United States","Long Beach, California"
Anistavio Medeiros,"5' 6""",145 lbs.,"70.0"" (178cm)",Orthodox,"May 01, 1988",,Brazil,"Natal, Brazil"
Brian Melancon,"5' 8""",170 lbs.,"70.0"" (178cm)",Orthodox,"May 28, 1982",Paradigm Training Center,United States,"Houston, Texas"
Brandon Melendez,"5' 11""",155 lbs.,,Southpaw,"Mar 24, 1983",Jeremy Horn's Elite Performance,United States,"Bountiful, Utah"
Eddie Mendez,"5' 10""",185 lbs.,"77.0"" (196cm)",,"Jan 16, 1984",,"Sun Valley, California","Sun Valley, California"
Joe Merritt,"6' 0""",170 lbs.,"73.0"" (185cm)",Orthodox,"Mar 07, 1984",Millennia MMA,United States,California
Jonathan Meunier,"6' 3""",170 lbs.,"75.0"" (191cm)",Switch,"Aug 04, 1987",Tristar Quebec,"Quebec City, Quebec, Canada","Quebec City, Quebec"
David Michaud,"5' 9""",155 lbs.,"71.5"" (182cm)",Orthodox,"Nov 10, 1988",Next Edge Academy of Martial Arts,"Pine Ridge, South Dakota, United States","Sioux Falls, South Dakota"
Billy Miles,"5' 10""",170 lbs.,,Orthodox,"Apr 28, 1978",Capital City Fighting Alliance,United States,"Lincoln, California, USA"
Jason Miller,"6' 1""",185 lbs.,"72.0"" (183cm)",Orthodox,"Dec 24, 1980",Reign MMA,"Atlanta, Georgia, United States","Orange County, California"
Dokonjonosuke Mishima,"5' 7""",155 lbs.,,Southpaw,"Apr 19, 1972",Cobra Kai MMA Dojo,"Amagasaki, Japan","Osaka, Japan"
Danny Mitchell,"6' 2""",170 lbs.,"74.5"" (189cm)",Orthodox,"Aug 08, 1986",Asylum Vale Tudo,England,"Doncaster, Yorkshire, England"
Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,"Sep 04, 1978",,Armenia,Armenia
Eiji Mitsuoka,"5' 7""",145 lbs.,"68.0"" (173cm)",Southpaw,"Jan 01, 1976",Freelance,Japan,"Tokyo, Japan"
Steve Montgomery,"6' 4""",185 lbs.,"76.0"" (193cm)",Southpaw,"Dec 19, 1990",American Top Team,"Florence, South Carolina, United States","Boca Raton, Florida"
Leonardo Morales,"5' 8""",135 lbs.,"68.0"" (173cm)",Southpaw,"Dec 22, 1992",Xtreme Kombat Academy,"Managua, Nicaragua","Managua, Nicaragua"
Richardson Moreira,"6' 2""",185 lbs.,"72.0"" (183cm)",Orthodox,"Mar 31, 1984",Team Nogueira,Brazil,"Campinas, Sao Paulo, Brazil"
Peggy Morgan,"6' 1""",135 lbs.,"71.0"" (180cm)",,"Dec 16, 1979",Triumph Brazilian Jiu Jitsu,United States,"Manchester, New Hampshire"
Brad Morris,"6' 2""",205 lbs.,"74.0"" (188cm)",Orthodox,"Nov 01, 1979",,Australia,"Sydney, Australia"
Quinn Mulhern,"6' 3""",155 lbs.,"76.0"" (193cm)",Orthodox,"Sep 20, 1984",Santa Fe Brazilian Jiu-Jitsu,"Santa Cruz, California, United States","Santa Fe, New Mexico"
Rin Nakai,"5' 1""",135 lbs.,"60.5"" (154cm)",Orthodox,"Oct 22, 1986",Pancrase Venus,"Ehime, Japan",Japan
Yui Chul Nam,"5' 9""",145 lbs.,"69.5"" (177cm)",Orthodox,"Jul 16, 1981",Freelance,South Korea,South Korea
Roger Narvaez,"6' 3""",185 lbs.,"79.5"" (202cm)",Southpaw,"Sep 09, 1983",Full Contact Fight Academy,United States,"Corpus Christi, Texas"
Dustin Neace,"5' 9""",145 lbs.,"69.0"" (175cm)",,"Sep 12, 1986",Team Alpha Male,"Franklin, Indiana, United States","Sacramento, California"
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971",Colorado BJJ,United States,"Denver, Colorado"
Mats Nilsson,"6' 1""",170 lbs.,"74.5"" (189cm)",Orthodox,"Dec 05, 1983",Kaisho Martial Arts,"Helsingborg, Sweden","Copenhagen, Denmark"
Pedro Nobre,"5' 5""",135 lbs.,"66.5"" (169cm)",,"Feb 13, 1986",Brazilian Top Team,"Rio de Janeiro, Rio de Janeiro, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Jason Novelli,"6' 0""",155 lbs.,"75.5"" (192cm)",Orthodox,"Jun 08, 1979",Rose City FC,"Anchorage, Alaska","Vancouver, Washington"
TJ O'Brien,"6' 2""",155 lbs.,"77.0"" (196cm)",Orthodox,"Jan 01, 1987",Roundkick Gym,"Sacramento, California, United States","Des Moines, Iowa"
Chuck O'Neil,"6' 2""",170 lbs.,"76.0"" (193cm)",,"Sep 22, 1985",Mass BJJ Acton,"Falmouth, Massachusetts, United States","East Bridgewater, Massachusetts"
Ednaldo Oliveira,"6' 5""",205 lbs.,"81.5"" (207cm)",Orthodox,"Feb 19, 1984",Academia Champion,"Bahia, Brazil","Salvador, Bahia, Brazil"
Wendell Oliveira Marques,"5' 10""",170 lbs.,"72.0"" (183cm)",Orthodox,"Jun 01, 1983",War Machine CT,Brazil,"Rio de Janeiro, Rio de Janeiro, Brazil"
Felipe Olivieri,"5' 9""",155 lbs.,"72.0"" (183cm)",Orthodox,"Apr 12, 1985",Nova União,Brazil,"Rio de Janeiro, Rio de Janeiro, Brazil"
Alan Omer,"5' 10""",145 lbs.,"71.0"" (180cm)",Orthodox,"Sep 14, 1988",Stallion Cage,"Arbil, Iraq","Stuttgart, Germany"
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,"May 01, 1981",,United States,United States
Larissa Pacheco,"5' 7""",135 lbs.,"69.0"" (175cm)",Orthodox,"Sep 07, 1994",Bulldog / Formiga Team,Brazil,"Belem, Para, Brazil"
Michael Patt,"6' 0""",205 lbs.,,Orthodox,"May 31, 1975",Meat Truck Inc.,United States,"Dayton, Ohio"
Julio Paulino,"6' 0""",170 lbs.,,Orthodox,"Dec 04, 1975",,"Jersey City, New Jersey, United States","Jersey City, New Jersey"
Estevan Payan,"5' 10""",145 lbs.,"72.0"" (183cm)",Orthodox,"Mar 14, 1982",Arizona Combat Sports,United States,"Glendale, Arizona"
Filip Pejic,"5' 8""",135 lbs.,"70.0"" (178cm)",Orthodox,"Jul 21, 1992",American Top Team Zagreb,Croatia,"Zagreb, Croatia"
Nick Penner,"6' 4""",205 lbs.,"77.0"" (196cm)",Southpaw,"Mar 26, 1980",Team Threat,"Blumenort, Manitoba, Canada","Blumenort, Manitoba"
Thiago Perpetuo,"5' 10""",170 lbs.,"73.0"" (185cm)",Orthodox,"Dec 14, 1987",Furacão Fight Team,"Santo Andre, Sao Paulo, Brazil","Santo Andre, Sao Paulo, Brazil"
Hernani Perpetuo,"6' 0""",170 lbs.,"74.0"" (188cm)",Orthodox,"May 24, 1985",Nova União,"Rio de Janeiro, Rio de Janeiro, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Jesus Pinedo,"5' 10""",155 lbs.,"74.0"" (188cm)",Southpaw,"Jun 22, 1996",Pitbull Martial Arts Center,Peru,"Lima, Peru"
Ross Pointon,"5' 8""",170 lbs.,,Orthodox,"Feb 18, 1980",,United Kingdom,England
John Polakowski,"5' 10""",155 lbs.,,Orthodox,"Jun 21, 1981",The Pit,United States,"San Luis Obsipo, California, USA"
Dorian Price,"6' 3""",170 lbs.,,Southpaw,"Aug 20, 1977",JG MMA Academy,United States,"Columbus, Ohio, USA"
Chris Price,"6' 2""",185 lbs.,,Southpaw,"Nov 09, 1982",Manchester Predators,England,"Blackburn with Darwen, England"
Shane Primm,"6' 3""",205 lbs.,,Orthodox,"Jul 30, 1984",,Germany,"Tampa, Florida"
Juan Manuel Puig,"5' 9""",145 lbs.,"72.0"" (183cm)",Orthodox,"Apr 23, 1989",Bonebreakers MMA,"Mexico City, Mexico","Mexico City, Mexico"
Vinicius Queiroz,"6' 7""",220 lbs.,"79.5"" (202cm)",,"Aug 29, 1983",Team Nogueira,"Curitiba, Parana, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Jimmy Quinlan,"6' 0""",185 lbs.,"72.0"" (183cm)",Orthodox,"May 25, 1986",Mass BJJ Acton,United States,"Methuen, Massachusetts"
Jordan Radev,"5' 7""",185 lbs.,,Southpaw,"Sep 28, 1976",Sportcentrum KOPS,"Pomorie, Bulgaria","New York City, New York"
Jessica Rakoczy,"5' 7""",115 lbs.,"68.0"" (173cm)",Orthodox,"Apr 14, 1977",,"Hamilton, Ontario, Canada","Hamilton, Ontario"
Hector Ramirez,"6' 0""",205 lbs.,"73.0"" (185cm)",Orthodox,"Mar 28, 1976",,United States,"Norwalk, California"
Luis Ramos,"5' 8""",170 lbs.,,Orthodox,"Jan 18, 1981",Nova União,"Rio de Janeiro, Rio de Janeiro, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Vernon Ramos Ho,"5' 6""",170 lbs.,"66.9"" (170cm)",Orthodox,"Jun 03, 1992",Kame House,Panama,Panama
Paul Redmond,"5' 10""",145 lbs.,"70.5"" (179cm)",Orthodox,"Oct 20, 1986",Team Ryano MMA,"Dublin, Ireland","Dublin, Leinster, Ireland"
Johnny Rees,"6' 0""",170 lbs.,"74.0"" (188cm)",Orthodox,"Oct 21, 1982",,United States,"Indianapolis, Indiana"
Chad Reiner,"5' 11""",170 lbs.,,Orthodox,"Jun 29, 1981",Fightlab,United States,"Omaha, Nebraska"
Jason Reinhardt,"5' 6""",135 lbs.,"64.0"" (163cm)",Orthodox,"Oct 31, 1969",Wand Fight Team,"Decatur, Illinois, United States","Las Vegas, Nevada"
Alex Ricci,"5' 11""",155 lbs.,"69.0"" (175cm)",Orthodox,"Jul 21, 1982",M1 Thai Boxing,"Toronto, Ontario, Canada","Woodbridge, Ontario"
Dante Rivera,"6' 1""",185 lbs.,"68.0"" (173cm)",Southpaw,"Dec 08, 1974",Renzo Gracie Denville,United States,"Hamilton, New Jersey"
Ryan Roberts,"5' 6""",155 lbs.,"65.0"" (165cm)",Orthodox,"Jul 16, 1978",Disorderly Conduct,United States,"Omaha, Nebraska"
Buddy Roberts,"6' 2""",185 lbs.,"76.0"" (193cm)",Orthodox,"Oct 17, 1982",Jackson Wink MMA,"Fort Worth, Texas, United States","Albuquerque, New Mexico"
Colin Robinson,"6' 4""",243 lbs.,,Orthodox,"Nov 27, 1968",Next Generation I.M.M.A,United Kingdom,"Ballymena, Northern Ireland"
Bruno Rodrigues,"5' 6""",135 lbs.,,,"Jun 28, 1991",Tata Fight Team,"Brasilia, Distrito Federal, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Manuel Rodriguez,"5' 9""",170 lbs.,"74.0"" (188cm)",Orthodox,"Apr 25, 1985",TP Fight Team,El Salvador,"Sydney, New South Wales, Australia"
Nick Roehrick,"6' 2""",205 lbs.,"75.5"" (192cm)",Orthodox,"Jul 06, 1987",,"Orlando, Florida, United States","Orlando, Florida, United States"
Jared Rollins,"5' 9""",170 lbs.,,Orthodox,"Jan 26, 1977",Team Oyama,"California, USA","Stanton, California, USA"
Jake Rosholt,"6' 1""",185 lbs.,"74.0"" (188cm)",Orthodox,"Feb 09, 1982",Arlington MMA,"Sandpoint, Idaho, United States","Arlington, Texas"
Rodolfo Rubio Perez,"5' 5""",145 lbs.,"66.0"" (168cm)",Orthodox,"Jan 29, 1987",Entram Gym,Mexico,"Mexico City, Mexico"
Gabe Ruediger,"5' 10""",155 lbs.,"70.0"" (178cm)",Orthodox,"Aug 29, 1977",Team Quest,United States,"Van Nuys, California"
Ivan Salaverry,"6' 0""",185 lbs.,,Orthodox,"Jan 11, 1971",AMC Pankration,Canada,"Seattle, Washington"
Roman Salazar,"5' 7""",135 lbs.,"67.5"" (171cm)",Orthodox,"Feb 21, 1988",Fight Ready MMA,"Mammoth, Arizona","Queen Creek, Arizona"
Sean Salmon,"5' 10""",185 lbs.,,Southpaw,"Sep 11, 1977",,United States,"Columbus, Ohio"
Jesse Sanders,"6' 0""",170 lbs.,,Orthodox,"May 22, 1980",,United States,"Oskaloosa, Iowa"
Joseph Sandoval,"5' 7""",135 lbs.,"66.0"" (168cm)",Southpaw,"May 11, 1986",Bighead MMA,"Amarillo, Texas, United States","Lubbock, Texas"
Roldan Sangcha'an,"5' 4""",125 lbs.,"65.0"" (165cm)",Orthodox,"Dec 04, 1990",Lakay Central Gym,Philippines,Philippines
Bruno Santos,"5' 9""",185 lbs.,"72.0"" (183cm)",Orthodox,"Jul 17, 1987",MMA Masters,"Lauro de Freitas, Bahia, Brazil","Salvador, Bahia, Brazil"
Diego Saraiva,"5' 6""",155 lbs.,,Orthodox,"Apr 23, 1982",,United States,"Atlanta, Georgia, United States"
Takenori Sato,"5' 10""",170 lbs.,"71.0"" (180cm)",Southpaw,"Jun 08, 1985",TRIBE TOKYO MMA,"Akita, Japan","Shinagawa, Tokyo, Japan"
Chris Saunders,"5' 8""",155 lbs.,"69.0"" (175cm)",,"Mar 11, 1986",All in MMA,United States,"Long Beach, California"
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,"Jul 28, 1980",Team Kaobon Liverpool,United Kingdom,"Liverpool, England"
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,"Dec 24, 1975",Bushido Academie,France,"Avignon, France"
Pat Schilling,"5' 8""",145 lbs.,"70.0"" (178cm)",Orthodox,"Aug 28, 1988",Ambition Training Academy,"St. Paul, Minnesota, United States","Eagan, Minnesota"
Darrill Schoonover,"6' 2""",220 lbs.,"82.0"" (208cm)",Orthodox,"Jul 18, 1985",Red Spider MMA,United States,"El Paso, Texas"
Matthew Semelsberger,"6' 1""",170 lbs.,"75.0"" (191cm)",,"Nov 23, 1992",Clinch Academy,United States,"Frederick, Maryland"
Ivan Serati,"6' 0""",205 lbs.,,Orthodox,"Sep 21, 1971",Sure Grip Vale Tudo,Italy,"Monza, Italy"
Rosi Sexton,"5' 3""",135 lbs.,"64.0"" (163cm)",Orthodox,"Jul 16, 1977",Next Generation MMA Liverpool,"Manchester, England","Manchester, England"
Shunichi Shimizu,"5' 5""",135 lbs.,"66.0"" (168cm)",Orthodox,"Jan 31, 1985",Uruno Dojo,"Tokyo, Japan","Kuchinoerabu, Japan"
Josh Shockley,"6' 1""",155 lbs.,"74.5"" (189cm)",Orthodox,"Nov 15, 1989",Duneland Vale Tudo,United States,"Hobart, Indiana"
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,"Jun 18, 1974",,Brazil,"Curitiba, Parana, Brazil"
Jay Silva,"6' 2""",185 lbs.,"75.0"" (191cm)",Southpaw,"May 25, 1981",MPF Training Systems,"Luanda, Angola","Huntington Beach, California"
Wagner Silva,"6' 0""",170 lbs.,"71.5"" (182cm)",Orthodox,"Feb 07, 1987",Tata Fight Team,"Vicosa, Minas Gerais, Brazil","Vicosa, Minas Gerais, Brazil"
Bruno Silva,"6' 0""",185 lbs.,"66.0"" (168cm)",,"Jul 13, 1989",Evolução Thai MMA,"Cajazeiras, Paraiba, Brazil","Curitiba, Parana, Brazil"
Gilbert Smith,"5' 9""",185 lbs.,"75.5"" (192cm)",Southpaw,"Oct 19, 1981",Team Victory,United States,"Colorado Springs, Colorado"
Sean Soriano,"5' 9""",145 lbs.,"71.0"" (180cm)",Orthodox,"Oct 06, 1989",,"Providence, Rhode Island, United States","Fort Lauderdale, Florida"
Alex Soto,"5' 8""",135 lbs.,"70.0"" (178cm)",Southpaw,"Feb 15, 1984",Team Hurricane Awesome,"Tijuana, Mexico","San Diego, California"
Chris Spang,"6' 2""",170 lbs.,"76.5"" (194cm)",Orthodox,"Nov 26, 1987",One Kick's Gym,"Växjö, Sweden","Las Vegas, Nevada"
Pete Spratt,"5' 9""",170 lbs.,"71.0"" (180cm)",Orthodox,"Jan 09, 1971",Metro Fight Club,"Denison, Texas, United States","San Antonio, Texas"
Andreas Stahl,"5' 11""",170 lbs.,"73.0"" (185cm)",Orthodox,"May 20, 1988",Renyi,Sweden,"Umea, Vasterbotten, Sweden"
Cristina Stanciu,"5' 3""",115 lbs.,"63.8"" (162cm)",Orthodox,"Mar 29, 1994",Absoluto Fighting Center,"Bucharest, Romania","Bucharest, Romania"
Dan Stittgen,"6' 1""",170 lbs.,"71.0"" (180cm)",Orthodox,"Nov 17, 1980",Midwest Training Center,"Woodstock, Illinois, United States","Schaumburg, Illinois"
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,"Feb 02, 1980",Golden Glory ,Bosnia Herzegovina,"Sarajevo, Bosnia and Herzegovina"
Hans Stringer,"6' 3""",205 lbs.,"73.5"" (187cm)",Orthodox,"Jul 06, 1987",Blackzilians,Netherlands,"Boca Raton, Florida"
Mike Stumpf,"5' 10""",170 lbs.,"71.0"" (180cm)",,"Aug 01, 1986",Team Curran MMA,"Crystal Lake, Illinois, United States","Crystal Lake, Illinois"
Martin Svensson,"6' 1""",155 lbs.,"72.5"" (184cm)",,"Apr 25, 1985",Frontier MMA Academy,"Horby, Sweden","Malmo, Sweden"
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,"Aug 24, 1976",,United States,"Albuquerque, New Mexico"
Bentley Syler,"5' 4""",125 lbs.,"68.0"" (173cm)",Orthodox,"Dec 22, 1982",American Top Team,"Santa Cruz de la Sierra, Bolivia","Coconut Creek, Florida"
Jason Tan,"5' 10""",170 lbs.,,Orthodox,"Dec 17, 1981",,United Kingdom,"Liverpool, England"
John Teixeira,"5' 7""",145 lbs.,"69.0"" (175cm)",Orthodox,"Nov 18, 1986",Nova União,"Macapa, Amapa, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Motonobu Tezuka,"5' 7""",135 lbs.,"66.5"" (169cm)",Southpaw,"Aug 29, 1987",Cobra Kai MMA Dojo,"Azumino, Nagano, Japan","Osaka, Japan"
Din Thomas,"5' 9""",155 lbs.,"75.0"" (191cm)",Orthodox,"Sep 28, 1976",American Top Team,United States,"Orlando, Florida"
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,"Nov 05, 1984",American Top Team,"Indianola, Illinois, United States","Coconut Creek, Florida"
Oli Thompson,"6' 1""",242 lbs.,"75.0"" (191cm)",Orthodox,"Jan 02, 1980",ZT Fight School,"Hastings, East Sussex, England","Hastings, East Sussex, England"
Chris Tickle,"5' 9""",155 lbs.,"70.0"" (178cm)",,"Feb 01, 1982",Fiore MMA,United States,"Bloomington, Illinois"
Nolan Ticman,"5' 6""",125 lbs.,"69.0"" (175cm)",Orthodox,"May 17, 1988",Kings MMA,United States,"Palm Springs, California"
James Toney,"5' 9""",220 lbs.,"72.0"" (183cm)",Orthodox,"Aug 24, 1968",,"Grand Rapids, Michigan, United States","Sherman Oaks, California"
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,"Jul 31, 1978",MMAD,United States,USA
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,"Aug 13, 1975",Nova União,Brazil,"Manacapuru, Amazonas, Brazil"
Alex Torres,"5' 10""",145 lbs.,"70.0"" (178cm)",Orthodox,"May 29, 1988",Octagon MMA,"Bogota, Colombia","Bogota, Colombia"
Tor Troeng,"6' 2""",185 lbs.,"77.5"" (197cm)",Orthodox,"Jan 25, 1983",Renyi Fight Camp,"Umea, Sweden","Umea, Sweden"
